SampleID	Region_Sequenced	Year	Jday	Date	Crop_Type	Location	Sampler_Type	SamplerNo	Control	PosNeg	NoReads	SequenceID	SampleType	GenericID
T03_177_ITS1	ITS1	2019	177	26-Jun-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_178_ITS1	ITS1	2019	178	27-Jun-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_179_ITS1	ITS1	2019	179	28-Jun-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_180_ITS1	ITS1	2019	180	29-Jun-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_181_ITS1	ITS1	2019	181	30-Jun-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_182_ITS1	ITS1	2019	182	1-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_183_ITS1	ITS1	2019	183	2-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_184_ITS1	ITS1	2019	184	3-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_185_ITS1	ITS1	2019	185	4-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_186_ITS1	ITS1	2019	186	5-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_187_ITS1	ITS1	2019	187	6-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_188_ITS1	ITS1	2019	188	7-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_189_ITS1	ITS1	2019	189	8-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_190_ITS1	ITS1	2019	190	9-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_191_ITS1	ITS1	2019	191	10-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_192_ITS1	ITS1	2019	192	11-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_193_ITS1	ITS1	2019	193	12-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_194_ITS1	ITS1	2019	194	13-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_195_ITS1	ITS1	2019	195	14-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_196_ITS1	ITS1	2019	196	15-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_197_ITS1	ITS1	2019	197	16-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_198_ITS1	ITS1	2019	198	17-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_199_ITS1	ITS1	2019	199	18-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_200_ITS1	ITS1	2019	200	19-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_201_ITS1	ITS1	2019	201	20-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_202_ITS1	ITS1	2019	202	21-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_203_ITS1	ITS1	2019	203	22-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_204_ITS1	ITS1	2019	204	23-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_205_ITS1	ITS1	2019	205	24-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_206_ITS1	ITS1	2019	206	25-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_207_ITS1	ITS1	2019	207	26-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_208_ITS1	ITS1	2019	208	27-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_209_ITS1	ITS1	2019	209	28-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_211_ITS1	ITS1	2019	211	30-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_212_ITS1	ITS1	2019	212	31-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_213_ITS1	ITS1	2019	213	1-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_214_ITS1	ITS1	2019	214	2-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_215_ITS1	ITS1	2019	215	3-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_216_ITS1	ITS1	2019	216	4-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_217_ITS1	ITS1	2019	217	5-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_218_ITS1	ITS1	2019	218	6-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_219_ITS1	ITS1	2019	219	7-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_220_ITS1	ITS1	2019	220	8-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_221_ITS1	ITS1	2019	221	9-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_222_ITS1	ITS1	2019	222	10-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_223_ITS1	ITS1	2019	223	11-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_224_ITS1	ITS1	2019	224	12-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_225_ITS1	ITS1	2019	225	13-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_226_ITS1	ITS1	2019	226	14-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_227_ITS1	ITS1	2019	227	15-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_228_ITS1	ITS1	2019	228	16-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_229_ITS1	ITS1	2019	229	17-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_230_ITS1	ITS1	2019	230	18-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_231_ITS1	ITS1	2019	231	19-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_232_ITS1	ITS1	2019	232	20-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_233_ITS1	ITS1	2019	233	21-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_234_ITS1	ITS1	2019	234	22-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_235_ITS1	ITS1	2019	235	23-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_236_ITS1	ITS1	2019	236	24-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_237_ITS1	ITS1	2019	237	25-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_238_ITS1	ITS1	2019	238	26-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_239_ITS1	ITS1	2019	239	27-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_240_ITS1	ITS1	2019	240	28-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_241_ITS1	ITS1	2019	241	29-Aug-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_210A_ITS1	ITS1	2019	210A	29-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T03_210B_ITS1	ITS1	2019	210B	29-Jul-19	Bean	T03	Burkard	T03	No	NA	NA	NA	Burkard19	Bean
T12_186_ITS1	ITS1	2019	186	5-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_187_ITS1	ITS1	2019	187	6-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_188_ITS1	ITS1	2019	188	7-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_189_ITS1	ITS1	2019	189	8-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_190_ITS1	ITS1	2019	190	9-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_191_ITS1	ITS1	2019	191	10-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_192_ITS1	ITS1	2019	192	11-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_193_ITS1	ITS1	2019	193	12-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_194_ITS1	ITS1	2019	194	13-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_195_ITS1	ITS1	2019	195	14-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_196_ITS1	ITS1	2019	196	15-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_197_ITS1	ITS1	2019	197	16-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_198_ITS1	ITS1	2019	198	17-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_199_ITS1	ITS1	2019	199	18-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_200_ITS1	ITS1	2019	200	19-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_201_ITS1	ITS1	2019	201	20-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_202_ITS1	ITS1	2019	202	21-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_203_ITS1	ITS1	2019	203	22-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_204_ITS1	ITS1	2019	204	23-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_205_ITS1	ITS1	2019	205	24-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_206_ITS1	ITS1	2019	206	25-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_207_ITS1	ITS1	2019	207	26-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_208_ITS1	ITS1	2019	208	27-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_209_ITS1	ITS1	2019	209	28-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_210_ITS1	ITS1	2019	210	29-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_211_ITS1	ITS1	2019	211	30-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_212_ITS1	ITS1	2019	212	31-Jul-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_213_ITS1	ITS1	2019	213	1-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_214_ITS1	ITS1	2019	214	2-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_215_ITS1	ITS1	2019	215	3-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_216_ITS1	ITS1	2019	216	4-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_217_ITS1	ITS1	2019	217	5-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_218_ITS1	ITS1	2019	218	6-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_219_ITS1	ITS1	2019	219	7-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_220_ITS1	ITS1	2019	220	8-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_221_ITS1	ITS1	2019	221	9-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_222_ITS1	ITS1	2019	222	10-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_223_ITS1	ITS1	2019	223	11-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_224_ITS1	ITS1	2019	224	12-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_225_ITS1	ITS1	2019	225	13-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_226_ITS1	ITS1	2019	226	14-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_227_ITS1	ITS1	2019	227	15-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_228_ITS1	ITS1	2019	228	16-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_229_ITS1	ITS1	2019	229	17-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_230_ITS1	ITS1	2019	230	18-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_231_ITS1	ITS1	2019	231	19-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_232_ITS1	ITS1	2019	232	20-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_233_ITS1	ITS1	2019	233	21-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_234_ITS1	ITS1	2019	234	22-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_235_ITS1	ITS1	2019	235	23-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_236_ITS1	ITS1	2019	236	24-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_237_ITS1	ITS1	2019	237	25-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_238_ITS1	ITS1	2019	238	26-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
T12_239_ITS1	ITS1	2019	239	27-Aug-19	Bean	T12	Burkard	T12	No	NA	NA	NA	Burkard19	Bean
Beav_Jun26_ITS1	ITS1	2019	177	26-Jun-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jun28_ITS1	ITS1	2019	179	28-Jun-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul02_ITS1	ITS1	2019	183	2-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul08_ITS1	ITS1	2019	189	8-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul10_ITS1	ITS1	2019	191	10-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul13_ITS1	ITS1	2019	194	13-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul15_ITS1	ITS1	2019	196	15-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul19_ITS1	ITS1	2019	200	19-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul22_ITS1	ITS1	2019	203	22-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul26_ITS1	ITS1	2019	207	26-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul29_ITS1	ITS1	2019	210	29-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul31_ITS1	ITS1	2019	212	31-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug02_ITS1	ITS1	2019	214	2-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug07_ITS1	ITS1	2019	219	7-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug09_ITS1	ITS1	2019	221	9-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug12_ITS1	ITS1	2019	224	12-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug14_ITS1	ITS1	2019	226	14-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug16_ITS1	ITS1	2019	228	16-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug06A_ITS1	ITS1	2019	218	6-Aug-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Aug06B_ITS1	ITS1	2019	218	NA	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul24A_ITS1	ITS1	2019	205	24-Jul-19	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Beav_Jul24B_ITS1	ITS1	2019	205	NA	Canola	Beaverlodge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Beaverlodge
Br_Jun21_ITS1	ITS1	2019	172	21-Jun-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jun24_ITS1	ITS1	2019	175	24-Jun-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jun26_ITS1	ITS1	2019	177	26-Jun-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jun28_ITS1	ITS1	2019	179	28-Jun-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul03_ITS1	ITS1	2019	184	3-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul05_ITS1	ITS1	2019	186	5-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul08_ITS1	ITS1	2019	189	8-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul10_ITS1	ITS1	2019	191	10-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul12_ITS1	ITS1	2019	193	12-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul15_ITS1	ITS1	2019	196	15-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul17_ITS1	ITS1	2019	198	17-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul19_ITS1	ITS1	2019	200	19-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul22_ITS1	ITS1	2019	203	22-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul24_ITS1	ITS1	2019	205	24-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul26_ITS1	ITS1	2019	207	26-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul29_ITS1	ITS1	2019	210	29-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Jul31_ITS1	ITS1	2019	212	31-Jul-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Aug02_ITS1	ITS1	2019	214	2-Aug-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Aug05_ITS1	ITS1	2019	217	5-Aug-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Aug07_ITS1	ITS1	2019	219	7-Aug-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Aug09_ITS1	ITS1	2019	221	9-Aug-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Br_Aug12_ITS1	ITS1	2019	224	12-Aug-19	Canola	Brooks	Rotorod	NA	No	NA	NA	NA	Rotorod19	Brooks
Lac_Jun24_ITS1	ITS1	2019	175	24-Jun-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jun26_ITS1	ITS1	2019	177	26-Jun-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jun28_ITS1	ITS1	2019	179	28-Jun-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul02_ITS1	ITS1	2019	183	2-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul03_ITS1	ITS1	2019	184	3-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul05_ITS1	ITS1	2019	186	5-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul12_ITS1	ITS1	2019	193	12-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul15_ITS1	ITS1	2019	196	15-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul17_ITS1	ITS1	2019	198	17-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul24_ITS1	ITS1	2019	205	24-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul26_ITS1	ITS1	2019	207	26-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul29_ITS1	ITS1	2019	210	29-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul31_ITS1	ITS1	2019	212	31-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Aug02_ITS1	ITS1	2019	214	2-Aug-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Aug06_ITS1	ITS1	2019	218	6-Aug-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Aug07_ITS1	ITS1	2019	219	7-Aug-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Aug12_ITS1	ITS1	2019	224	12-Aug-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Aug14_ITS1	ITS1	2019	226	14-Aug-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Aug16_ITS1	ITS1	2019	228	16-Aug-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul10A_ITS1	ITS1	2019	191	NA	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul10B_ITS1	ITS1	2019	191	10-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul22A_ITS1	ITS1	2019	203	22-Jul-19	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Lac_Jul22B_ITS1	ITS1	2019	203	NA	Canola	Lacombe	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lacombe
Leth_Jul03_ITS1	ITS1	2019	184	3-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul04_ITS1	ITS1	2019	185	4-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul05_ITS1	ITS1	2019	186	5-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul08_ITS1	ITS1	2019	189	8-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul09_ITS1	ITS1	2019	190	9-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul10_ITS1	ITS1	2019	191	10-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul11_ITS1	ITS1	2019	192	11-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul12_ITS1	ITS1	2019	193	12-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul15_ITS1	ITS1	2019	196	15-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul16_ITS1	ITS1	2019	197	16-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul17_ITS1	ITS1	2019	198	17-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul18_ITS1	ITS1	2019	199	18-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul19_ITS1	ITS1	2019	200	19-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul22_ITS1	ITS1	2019	203	22-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
Leth_Jul23_ITS1	ITS1	2019	204	23-Jul-19	Canola	Lethbridge	Rotorod	NA	No	NA	NA	NA	Rotorod19	Lethbridge
